location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
ZW,2020-01-11,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
ZW,2020-01-12,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
ZW,2020-01-13,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23.722222,20.0,26.777778,0.0,19.222222,75.917426
ZW,2020-01-14,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
ZW,2020-01-15,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
ZW,2020-01-16,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.0,19.0,24.722222,1.016,18.5,85.635179
ZW,2020-01-17,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
ZW,2020-01-18,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
ZW,2020-01-19,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
ZW,2020-01-20,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
ZW,2020-01-21,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
ZW,2020-01-22,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
ZW,2020-01-23,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
ZW,2020-01-24,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
ZW,2020-01-25,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
ZW,2020-01-26,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
ZW,2020-01-27,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,28.444444,17.222222,34.0,0.0,15.5,45.385263
ZW,2020-01-28,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,,,,,,
ZW,2020-01-29,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,,,,,,
ZW,2020-01-30,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,,,,,,
ZW,2020-01-31,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,,,,,,
ZW,2020-02-01,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,,,,,,
ZW,2020-02-02,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,,,,,,
ZW,2020-02-03,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,,,,,,
ZW,2020-02-04,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,,,,,,
ZW,2020-02-05,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,,,,,,
ZW,2020-02-06,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,,,,,,
ZW,2020-02-07,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,,,,,,
ZW,2020-02-08,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,,,,,,
ZW,2020-02-09,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,,,,,,
ZW,2020-02-10,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,,,,,,
ZW,2020-02-11,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,,,,,,
ZW,2020-02-12,ChIJYXGxBuekMRkR7r_LxV84wKE,Q954,country/ZWE,ZW,Zimbabwe,ZW,ZWE,0,0,0,,1,5,,,,,,,,14862927,7092010,7770917,9928163,4717305,1521311,1521311,38.42,0.535,4308160,3559955,2482991,1867476,1257822,698089,425415,200358,62661,21440758800,1463,0.441,195272,-19.0,30.0,390760,61.195,15.8,1.8,33.9,373.207,337.702,133.0,19.3,1.9346,0.2096,110.14962,22.715431,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,,,,,,
