location_key,date,wikidata_id,country_name,new_confirmed,new_deceased,population,latitude,longitude,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,contact_tracing,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
CH,2020-01-01,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.240741,-1.993827,3.092593,0.0,,-7.12963,71.1155
CH,2020-01-02,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.123457,-2.987654,1.623457,0.0,,-5.808642,75.327485
CH,2020-01-03,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030864,-3.290123,3.222222,0.0,,-3.444444,79.079469
CH,2020-01-04,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.222222,-1.407407,3.703704,1.354667,10.16,-0.419753,88.849014
CH,2020-01-05,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12963,-4.351852,3.111111,0.056444,,-6.407407,69.879099
CH,2020-01-06,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.592593,-3.864198,4.37037,0.028222,,-5.623457,71.761538
CH,2020-01-07,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012346,-3.808642,4.277778,0.0,,-4.969136,72.028763
CH,2020-01-08,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.635802,-3.444444,6.530864,0.0,,-7.580247,61.642769
CH,2020-01-09,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.530864,-1.641975,6.895062,0.0,,-4.648148,66.081822
CH,2020-01-10,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.438272,-3.197531,4.444444,0.03175,,-2.907407,78.600184
CH,2020-01-11,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148148,-4.549383,4.759259,0.0,,-6.228395,70.837179
CH,2020-01-12,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.524691,-4.160494,4.91358,0.0,,-10.67284,59.872347
CH,2020-01-13,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.765432,-4.061728,4.08642,0.0,,-8.87037,60.652479
CH,2020-01-14,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.209877,-4.185185,5.530864,0.0,,-8.030864,60.676843
CH,2020-01-15,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.864198,-3.123457,7.030864,0.0,,-5.191358,65.876771
CH,2020-01-16,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308642,-3.32716,6.401235,0.028222,,-4.530864,71.360058
CH,2020-01-17,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339506,-4.376543,5.740741,0.544286,,-3.345679,76.71931
CH,2020-01-18,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.302469,-3.938272,1.345679,10.522857,,-3.345679,86.169651
CH,2020-01-19,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.135802,-5.765432,-1.401235,3.011714,,-6.54321,77.987385
CH,2020-01-20,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.5,-8.228395,-0.549383,0.310444,40.64,-10.975309,64.650058
CH,2020-01-21,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.740741,-7.493827,1.765432,4.430889,,-7.376543,73.392964
CH,2020-01-22,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.388889,-3.537037,3.506173,1.100667,,-6.790123,69.687601
CH,2020-01-23,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.944444,-4.243056,2.527778,0.0,,-6.648148,73.517861
CH,2020-01-24,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.703704,-3.314815,2.623457,0.028222,,-4.277778,78.627362
CH,2020-01-25,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.91358,-3.290123,2.598765,0.0,,-2.962963,86.457573
CH,2020-01-26,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.141975,-2.734568,3.339506,0.0,,-2.302469,85.844925
CH,2020-01-27,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.641975,-2.975309,4.555556,0.084667,,-2.104938,81.947433
CH,2020-01-28,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.018519,-1.654321,4.777778,3.302,,-2.469136,78.566057
CH,2020-01-29,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.469136,-2.185185,3.401235,19.920857,10.16,-1.567901,86.701133
CH,2020-01-30,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.820988,-4.123457,4.925926,8.418286,160.02,-2.302469,79.757674
CH,2020-01-31,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.654321,1.660494,9.419753,2.902857,10.16,2.67284,87.239445
CH,2020-02-01,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.580247,0.037037,9.5,0.072571,,1.567901,81.014549
CH,2020-02-02,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.32716,3.111111,9.141975,1.741714,10.16,4.222222,86.909121
CH,2020-02-03,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.17284,5.975309,12.339506,17.997714,15.24,3.32716,69.482514
CH,2020-02-04,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.703704,-3.080247,12.481481,12.736286,15.24,-3.216049,71.343349
CH,2020-02-05,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.055556,-6.154321,1.259259,10.014857,,-6.049383,74.271481
CH,2020-02-06,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.493827,-6.944444,2.037037,0.338667,40.64,-9.203704,63.929469
CH,2020-02-07,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.135802,-5.012346,4.277778,6.660444,,-8.185185,62.650095
CH,2020-02-08,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.444444,-4.561728,5.061728,0.0,25.4,-8.228395,60.440914
CH,2020-02-09,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.635802,-3.790123,7.555556,0.0,15.24,-6.37037,57.340272
CH,2020-02-10,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.401235,1.432099,12.839506,3.918857,,-0.746914,55.65792
CH,2020-02-11,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.561728,-0.024691,8.308642,11.829143,10.16,-3.148148,64.448849
CH,2020-02-12,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191358,-3.407407,2.623457,4.22275,,-6.290123,63.42452
CH,2020-02-13,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.061728,-4.790123,6.592593,0.544286,,-4.555556,66.2722
CH,2020-02-14,Q39,Switzerland,0.0,0.0,8544527,46.798562,8.231973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.925926,-1.765432,6.302469,12.119429,40.64,-1.333333,79.360122
